Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementText(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/h1_Sample Page""), ""Sample Page"")",Firefox 118.0,,,2023-10-09 10:53:18,2023-10-09 10:53:18,"0,294s",PASSED
closeBrowser(),Firefox 118.0,,,2023-10-09 10:53:18,2023-10-09 10:53:19,"0,884s",PASSED
,,,,,,,
Test Cases/Test cases for getting katalon degree/Test case 2,Firefox 118.0,,,2023-10-09 10:53:19,2023-10-09 10:53:33,"14,581s",PASSED
"openBrowser("""")",Firefox 118.0,,,2023-10-09 10:53:19,2023-10-09 10:53:22,"3,309s",PASSED
"navigateToUrl(""https://cms.demo.katalon.com/"")",Firefox 118.0,,,2023-10-09 10:53:22,2023-10-09 10:53:26,"3,411s",PASSED
"click(findTestObject(""Object Repository/Page_Katalon Shop  Katalon Ecommerce/a_My account""))",Firefox 118.0,,,2023-10-09 10:53:26,2023-10-09 10:53:27,"1,573s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_My account  Katalon Shop/h2_Recent Posts""), 0)",Firefox 118.0,,,2023-10-09 10:53:27,2023-10-09 10:53:28,"0,394s",PASSED
"click(findTestObject(""Object Repository/Page_My account  Katalon Shop/button_Log in""))",Firefox 118.0,,,2023-10-09 10:53:28,2023-10-09 10:53:29,"1,035s",PASSED
"click(findTestObject(""Object Repository/Page_My account  Katalon Shop/a_Sample Page""))",Firefox 118.0,,,2023-10-09 10:53:29,2023-10-09 10:53:30,"1,222s",PASSED
"rightClick(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/a_Checkout""))",Firefox 118.0,,,2023-10-09 10:53:30,2023-10-09 10:53:31,"0,688s",PASSED
"click(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/blockquote_Hi there Im a bike messenger by _996985""))",Firefox 118.0,,,2023-10-09 10:53:31,2023-10-09 10:53:31,"0,629s",PASSED
"rightClick(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/p_Hi there Im a bike messenger by day, aspi_ed905b""))",Firefox 118.0,,,2023-10-09 10:53:31,2023-10-09 10:53:32,"0,420s",PASSED
"click(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/p_This is an example page. Its different fr_b854e3""))",Firefox 118.0,,,2023-10-09 10:53:32,2023-10-09 10:53:32,"0,505s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/h1_Sample Page""), ""Sample Page"")",Firefox 118.0,,,2023-10-09 10:53:32,2023-10-09 10:53:32,"0,291s",PASSED
closeBrowser(),Firefox 118.0,,,2023-10-09 10:53:32,2023-10-09 10:53:33,"1,016s",PASSED
,,,,,,,
Test Cases/Test cases for getting katalon degree/test case 3,Firefox 118.0,,,2023-10-09 10:53:33,2023-10-09 10:53:47,"13,307s",PASSED
"openBrowser("""")",Firefox 118.0,,,2023-10-09 10:53:33,2023-10-09 10:53:37,"3,040s",PASSED
"navigateToUrl(""https://cms.demo.katalon.com/"")",Firefox 118.0,,,2023-10-09 10:53:37,2023-10-09 10:53:39,"2,857s",PASSED
"click(findTestObject(""Object Repository/Page_Katalon Shop  Katalon Ecommerce/a_My account""))",Firefox 118.0,,,2023-10-09 10:53:39,2023-10-09 10:53:41,"1,312s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_My account  Katalon Shop/h2_Recent Posts""), 0)",Firefox 118.0,,,2023-10-09 10:53:41,2023-10-09 10:53:41,"0,395s",PASSED
"click(findTestObject(""Object Repository/Page_My account  Katalon Shop/button_Log in""))",Firefox 118.0,,,2023-10-09 10:53:41,2023-10-09 10:53:42,"1,123s",PASSED
"click(findTestObject(""Object Repository/Page_My account  Katalon Shop/a_Sample Page""))",Firefox 118.0,,,2023-10-09 10:53:42,2023-10-09 10:53:43,"1,201s",PASSED
"rightClick(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/a_Checkout""))",Firefox 118.0,,,2023-10-09 10:53:43,2023-10-09 10:53:44,"0,677s",PASSED
"click(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/blockquote_Hi there Im a bike messenger by _996985""))",Firefox 118.0,,,2023-10-09 10:53:44,2023-10-09 10:53:45,"0,611s",PASSED
"rightClick(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/p_Hi there Im a bike messenger by day, aspi_ed905b""))",Firefox 118.0,,,2023-10-09 10:53:45,2023-10-09 10:53:45,"0,414s",PASSED
"click(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/p_This is an example page. Its different fr_b854e3""))",Firefox 118.0,,,2023-10-09 10:53:45,2023-10-09 10:53:46,"0,506s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/h1_Sample Page""), ""Sample Page"")",Firefox 118.0,,,2023-10-09 10:53:46,2023-10-09 10:53:46,"0,291s",PASSED
closeBrowser(),Firefox 118.0,,,2023-10-09 10:53:46,2023-10-09 10:53:47,"0,800s",PASSED
,,,,,,,
Test Cases/Test cases for getting katalon degree/test case 4,Firefox 118.0,,,2023-10-09 10:53:47,2023-10-09 10:54:01,"14,126s",PASSED
"openBrowser("""")",Firefox 118.0,,,2023-10-09 10:53:47,2023-10-09 10:53:50,"2,984s",PASSED
"navigateToUrl(""https://cms.demo.katalon.com/"")",Firefox 118.0,,,2023-10-09 10:53:50,2023-10-09 10:53:53,"2,936s",PASSED
"click(findTestObject(""Object Repository/Page_Katalon Shop  Katalon Ecommerce/a_My account""))",Firefox 118.0,,,2023-10-09 10:53:53,2023-10-09 10:53:54,"1,601s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_My account  Katalon Shop/h2_Recent Posts""), 0)",Firefox 118.0,,,2023-10-09 10:53:54,2023-10-09 10:53:55,"0,278s",PASSED
"click(findTestObject(""Object Repository/Page_My account  Katalon Shop/button_Log in""))",Firefox 118.0,,,2023-10-09 10:53:55,2023-10-09 10:53:56,"1,164s",PASSED
"click(findTestObject(""Object Repository/Page_My account  Katalon Shop/a_Sample Page""))",Firefox 118.0,,,2023-10-09 10:53:56,2023-10-09 10:53:57,"1,663s",PASSED
"rightClick(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/a_Checkout""))",Firefox 118.0,,,2023-10-09 10:53:57,2023-10-09 10:53:58,"0,691s",PASSED
"click(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/blockquote_Hi there Im a bike messenger by _996985""))",Firefox 118.0,,,2023-10-09 10:53:58,2023-10-09 10:53:59,"0,611s",PASSED
"rightClick(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/p_Hi there Im a bike messenger by day, aspi_ed905b""))",Firefox 118.0,,,2023-10-09 10:53:59,2023-10-09 10:53:59,"0,419s",PASSED
"click(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/p_This is an example page. Its different fr_b854e3""))",Firefox 118.0,,,2023-10-09 10:53:59,2023-10-09 10:54:00,"0,504s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/h1_Sample Page""), ""Sample Page"")",Firefox 118.0,,,2023-10-09 10:54:00,2023-10-09 10:54:00,"0,292s",PASSED
closeBrowser(),Firefox 118.0,,,2023-10-09 10:54:00,2023-10-09 10:54:01,"0,907s",PASSED
,,,,,,,
Test Cases/Test cases for getting katalon degree/test case 5,Firefox 118.0,,,2023-10-09 10:54:01,2023-10-09 10:54:36,"35,184s",PASSED
"openBrowser("""")",Firefox 118.0,,,2023-10-09 10:54:01,2023-10-09 10:54:04,"3,005s",PASSED
"navigateToUrl(""https://cms.demo.katalon.com/"")",Firefox 118.0,,,2023-10-09 10:54:04,2023-10-09 10:54:07,"2,713s",PASSED
"click(findTestObject(""Object Repository/Page_Katalon Shop  Katalon Ecommerce/a_My account""))",Firefox 118.0,,,2023-10-09 10:54:07,2023-10-09 10:54:09,"2,480s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_My account  Katalon Shop/h2_Recent Posts""), 0)",Firefox 118.0,,,2023-10-09 10:54:09,2023-10-09 10:54:09,"0,286s",PASSED
"click(findTestObject(""Object Repository/Page_My account  Katalon Shop/button_Log in""))",Firefox 118.0,,,2023-10-09 10:54:09,2023-10-09 10:54:13,"3,706s",PASSED
"click(findTestObject(""Object Repository/Page_My account  Katalon Shop/a_Sample Page""))",Firefox 118.0,,,2023-10-09 10:54:13,2023-10-09 10:54:19,"6,228s",PASSED
"rightClick(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/a_Checkout""))",Firefox 118.0,,,2023-10-09 10:54:19,2023-10-09 10:54:20,"0,450s",PASSED
"click(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/blockquote_Hi there Im a bike messenger by _996985""))",Firefox 118.0,,,2023-10-09 10:54:20,2023-10-09 10:54:34,"14,118s",PASSED
"rightClick(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/p_Hi there Im a bike messenger by day, aspi_ed905b""))",Firefox 118.0,,,2023-10-09 10:54:34,2023-10-09 10:54:34,"0,421s",PASSED
"click(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/p_This is an example page. Its different fr_b854e3""))",Firefox 118.0,,,2023-10-09 10:54:34,2023-10-09 10:54:35,"0,528s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/h1_Sample Page""), ""Sample Page"")",Firefox 118.0,,,2023-10-09 10:54:35,2023-10-09 10:54:35,"0,291s",PASSED
closeBrowser(),Firefox 118.0,,,2023-10-09 10:54:35,2023-10-09 10:54:36,"0,877s",PASSED
