Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/p_This is an example page. Its different fr_b854e3""))",Firefox 118.0,,,2023-10-09 10:58:11,2023-10-09 10:58:12,"0,509s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/h1_Sample Page""), ""Sample Page"")",Firefox 118.0,,,2023-10-09 10:58:12,2023-10-09 10:58:12,"0,304s",PASSED
closeBrowser(),Firefox 118.0,,,2023-10-09 10:58:12,2023-10-09 10:58:13,"0,910s",PASSED
,,,,,,,
Test Cases/Test cases for getting katalon degree/Test case 2,Firefox 118.0,,,2023-10-09 10:58:13,2023-10-09 10:58:26,"13,489s",PASSED
"openBrowser("""")",Firefox 118.0,,,2023-10-09 10:58:13,2023-10-09 10:58:16,"3,138s",PASSED
"navigateToUrl(""https://cms.demo.katalon.com/"")",Firefox 118.0,,,2023-10-09 10:58:16,2023-10-09 10:58:19,"2,765s",PASSED
"click(findTestObject(""Object Repository/Page_Katalon Shop  Katalon Ecommerce/a_My account""))",Firefox 118.0,,,2023-10-09 10:58:19,2023-10-09 10:58:20,"1,357s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_My account  Katalon Shop/h2_Recent Posts""), 0)",Firefox 118.0,,,2023-10-09 10:58:20,2023-10-09 10:58:21,"0,398s",PASSED
"click(findTestObject(""Object Repository/Page_My account  Katalon Shop/button_Log in""))",Firefox 118.0,,,2023-10-09 10:58:21,2023-10-09 10:58:22,"1,014s",PASSED
"click(findTestObject(""Object Repository/Page_My account  Katalon Shop/a_Sample Page""))",Firefox 118.0,,,2023-10-09 10:58:22,2023-10-09 10:58:23,"1,273s",PASSED
"rightClick(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/a_Checkout""))",Firefox 118.0,,,2023-10-09 10:58:23,2023-10-09 10:58:24,"0,685s",PASSED
"click(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/blockquote_Hi there Im a bike messenger by _996985""))",Firefox 118.0,,,2023-10-09 10:58:24,2023-10-09 10:58:24,"0,618s",PASSED
"rightClick(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/p_Hi there Im a bike messenger by day, aspi_ed905b""))",Firefox 118.0,,,2023-10-09 10:58:24,2023-10-09 10:58:25,"0,436s",PASSED
"click(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/p_This is an example page. Its different fr_b854e3""))",Firefox 118.0,,,2023-10-09 10:58:25,2023-10-09 10:58:25,"0,513s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/h1_Sample Page""), ""Sample Page"")",Firefox 118.0,,,2023-10-09 10:58:25,2023-10-09 10:58:26,"0,306s",PASSED
closeBrowser(),Firefox 118.0,,,2023-10-09 10:58:26,2023-10-09 10:58:26,"0,891s",PASSED
,,,,,,,
Test Cases/Test cases for getting katalon degree/test case 3,Firefox 118.0,,,2023-10-09 10:58:26,2023-10-09 10:58:40,"13,467s",PASSED
"openBrowser("""")",Firefox 118.0,,,2023-10-09 10:58:27,2023-10-09 10:58:30,"3,016s",PASSED
"navigateToUrl(""https://cms.demo.katalon.com/"")",Firefox 118.0,,,2023-10-09 10:58:30,2023-10-09 10:58:32,"2,589s",PASSED
"click(findTestObject(""Object Repository/Page_Katalon Shop  Katalon Ecommerce/a_My account""))",Firefox 118.0,,,2023-10-09 10:58:32,2023-10-09 10:58:34,"1,325s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_My account  Katalon Shop/h2_Recent Posts""), 0)",Firefox 118.0,,,2023-10-09 10:58:34,2023-10-09 10:58:34,"0,389s",PASSED
"click(findTestObject(""Object Repository/Page_My account  Katalon Shop/button_Log in""))",Firefox 118.0,,,2023-10-09 10:58:34,2023-10-09 10:58:35,"1,409s",PASSED
"click(findTestObject(""Object Repository/Page_My account  Katalon Shop/a_Sample Page""))",Firefox 118.0,,,2023-10-09 10:58:35,2023-10-09 10:58:37,"1,274s",PASSED
"rightClick(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/a_Checkout""))",Firefox 118.0,,,2023-10-09 10:58:37,2023-10-09 10:58:37,"0,684s",PASSED
"click(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/blockquote_Hi there Im a bike messenger by _996985""))",Firefox 118.0,,,2023-10-09 10:58:37,2023-10-09 10:58:38,"0,616s",PASSED
"rightClick(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/p_Hi there Im a bike messenger by day, aspi_ed905b""))",Firefox 118.0,,,2023-10-09 10:58:38,2023-10-09 10:58:38,"0,419s",PASSED
"click(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/p_This is an example page. Its different fr_b854e3""))",Firefox 118.0,,,2023-10-09 10:58:38,2023-10-09 10:58:39,"0,531s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/h1_Sample Page""), ""Sample Page"")",Firefox 118.0,,,2023-10-09 10:58:39,2023-10-09 10:58:39,"0,303s",PASSED
closeBrowser(),Firefox 118.0,,,2023-10-09 10:58:39,2023-10-09 10:58:40,"0,830s",PASSED
,,,,,,,
Test Cases/Test cases for getting katalon degree/test case 4,Firefox 118.0,,,2023-10-09 10:58:40,2023-10-09 10:59:36,"56,318s",PASSED
"openBrowser("""")",Firefox 118.0,,,2023-10-09 10:58:40,2023-10-09 10:58:43,"3,129s",PASSED
"navigateToUrl(""https://cms.demo.katalon.com/"")",Firefox 118.0,,,2023-10-09 10:58:43,2023-10-09 10:58:48,"4,506s",PASSED
"click(findTestObject(""Object Repository/Page_Katalon Shop  Katalon Ecommerce/a_My account""))",Firefox 118.0,,,2023-10-09 10:58:48,2023-10-09 10:58:54,"6,424s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_My account  Katalon Shop/h2_Recent Posts""), 0)",Firefox 118.0,,,2023-10-09 10:58:54,2023-10-09 10:58:54,"0,279s",PASSED
"click(findTestObject(""Object Repository/Page_My account  Katalon Shop/button_Log in""))",Firefox 118.0,,,2023-10-09 10:58:54,2023-10-09 10:59:10,"15,961s",PASSED
"click(findTestObject(""Object Repository/Page_My account  Katalon Shop/a_Sample Page""))",Firefox 118.0,,,2023-10-09 10:59:10,2023-10-09 10:59:16,"5,513s",PASSED
"rightClick(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/a_Checkout""))",Firefox 118.0,,,2023-10-09 10:59:16,2023-10-09 10:59:16,"0,458s",PASSED
"click(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/blockquote_Hi there Im a bike messenger by _996985""))",Firefox 118.0,,,2023-10-09 10:59:16,2023-10-09 10:59:34,"17,923s",PASSED
"rightClick(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/p_Hi there Im a bike messenger by day, aspi_ed905b""))",Firefox 118.0,,,2023-10-09 10:59:34,2023-10-09 10:59:35,"0,436s",PASSED
"click(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/p_This is an example page. Its different fr_b854e3""))",Firefox 118.0,,,2023-10-09 10:59:35,2023-10-09 10:59:35,"0,510s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/h1_Sample Page""), ""Sample Page"")",Firefox 118.0,,,2023-10-09 10:59:35,2023-10-09 10:59:35,"0,294s",PASSED
closeBrowser(),Firefox 118.0,,,2023-10-09 10:59:35,2023-10-09 10:59:36,"0,808s",PASSED
,,,,,,,
Test Cases/Test cases for getting katalon degree/test case 5,Firefox 118.0,,,2023-10-09 10:59:36,2023-10-09 11:00:17,"40,691s",PASSED
"openBrowser("""")",Firefox 118.0,,,2023-10-09 10:59:36,2023-10-09 10:59:40,"3,269s",PASSED
"navigateToUrl(""https://cms.demo.katalon.com/"")",Firefox 118.0,,,2023-10-09 10:59:40,2023-10-09 10:59:59,"19,764s",PASSED
"click(findTestObject(""Object Repository/Page_Katalon Shop  Katalon Ecommerce/a_My account""))",Firefox 118.0,,,2023-10-09 10:59:59,2023-10-09 11:00:06,"7,072s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_My account  Katalon Shop/h2_Recent Posts""), 0)",Firefox 118.0,,,2023-10-09 11:00:06,2023-10-09 11:00:07,"0,284s",PASSED
"click(findTestObject(""Object Repository/Page_My account  Katalon Shop/button_Log in""))",Firefox 118.0,,,2023-10-09 11:00:07,2023-10-09 11:00:12,"5,630s",PASSED
"click(findTestObject(""Object Repository/Page_My account  Katalon Shop/a_Sample Page""))",Firefox 118.0,,,2023-10-09 11:00:12,2023-10-09 11:00:14,"1,250s",PASSED
"rightClick(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/a_Checkout""))",Firefox 118.0,,,2023-10-09 11:00:14,2023-10-09 11:00:14,"0,592s",PASSED
"click(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/blockquote_Hi there Im a bike messenger by _996985""))",Firefox 118.0,,,2023-10-09 11:00:14,2023-10-09 11:00:15,"0,623s",PASSED
"rightClick(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/p_Hi there Im a bike messenger by day, aspi_ed905b""))",Firefox 118.0,,,2023-10-09 11:00:15,2023-10-09 11:00:15,"0,436s",PASSED
"click(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/p_This is an example page. Its different fr_b854e3""))",Firefox 118.0,,,2023-10-09 11:00:15,2023-10-09 11:00:16,"0,504s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/h1_Sample Page""), ""Sample Page"")",Firefox 118.0,,,2023-10-09 11:00:16,2023-10-09 11:00:16,"0,292s",PASSED
closeBrowser(),Firefox 118.0,,,2023-10-09 11:00:16,2023-10-09 11:00:17,"0,895s",PASSED
